query_label,positive_label,negatives_label
Tubas,Trumpets & Cornets,"['Utility Carts', 'Billiard Tables', 'Vests', 'American Football Neck Rolls', 'Animal Husbandry', 'Dice Sets & Games', 'Cricket Stumps', 'Tennis Nets', 'Riding Apparel & Accessories']"
MIDI Controllers,Audio Samplers,"['Tapenade', 'Table Knives', 'Weed Trimmers', 'Apricots', 'Supports & Braces', 'Bubble Blowing Solution', 'Swim Caps', 'Inflatable Bouncer Accessories', 'Ear Drops']"
Audio Samplers,Sound Synthesizers,"['Outdoor Grill Accessories', 'Humidifiers', 'Photo Albums', 'Flooring & Carpet', 'Door Closers', 'Satellite Receivers', 'Audio Converters', 'Tagines & Clay Cooking Pots', 'Field Hockey & Lacrosse']"
Musical Keyboards,MIDI Controllers,"['Bicycle Cable Housings', 'Motorcycle Tires', 'Ironing Board Replacement Parts', 'Facial Tissues', 'Malangas', 'Swim Weights', 'Wok Brushes', 'Kerosene', 'Towed Water Sports']"
Musical Keyboards,Sound Synthesizers,"['Fluorescent Tubes', 'Leaf Blower Tubes', 'Rings', 'Shipping Supplies', 'Scrubs', 'American Football Face Masks', 'Darkroom Easels', 'Caller IDs', 'Sticky Rice Cakes']"
Cellos,Guitars,"['Footbags', 'Water Ovens', 'Gas Detectors', 'Jams & Jellies', 'Pacifier Wipes', 'Bat Houses', 'Sugar Caddies', 'Japanese Black Formal Wear', 'Body Jewelry']"
Cellos,Violins,"['Lighting Timers', 'Climbing Gloves', 'Trampolines', 'Canteens', 'Sink Legs', 'Vehicle Wraps', 'Spermicides', 'Bathtub Accessories', 'Baby Bottle Nipples & Liners']"
Guitars,Harps,"['Trade Show Counters', 'Wakeboard Parts', 'Mailbox Enclosures', 'Stirrups', 'Ski Boots', 'Aquarium Fish Nets', 'Ice Scoops', 'Electrician Fish Tape', 'Water Heater Expansion Tanks']"
Harps,Upright Basses,"['Elliptical Trainers', 'Fishing Sinkers', 'Contact Lens Care', 'Portfolios & Padfolios', 'Mobile Phone & Tablet Tripods & Monopods', 'Face Makeup', 'Broadheads & Field Points', 'Tea & Infusions', 'Scanner Accessories']"
Upright Basses,Violas,"['Bridal Accessories', 'Horse Tack', 'Waste Container Lids', 'Carpet Cleaners', 'Axe Accessories', 'Coffee Grinder Accessories', 'Hair Iron Accessories', 'Boomerangs', 'Oven Mitts & Pot Holders']"
Violins,Violas,"['Pie & Quiche Pans', 'Hobby Horses', 'Shop Towels & General-Purpose Cleaning Cloths', 'Peppers', 'Hearing Enhancers', 'Toy Race Car & Track Accessories', 'Food Cookers & Steamers', 'Optical Drives', 'Cleaning Gloves']"
Clarinets,Bassoons,"['Lighting Timers', 'Turntable Accessories', 'Hair Care Kits', 'Air Hockey', 'Furniture Anchors', 'Lacrosse Balls', 'Vehicle Body Filler', 'Vehicle Seat Belt Straps', 'Gymnastics Rings']"
Bassoons,Train Whistles,"['Motor Vehicle Frame & Body Parts', 'Necklaces', 'Aquarium Cleaning Supplies', 'Motorcycle Rims & Wheels', 'Headphone Amplifiers', 'Toothbrushes', 'Carpet Steamers', 'Swaddling Blankets', 'Rounders Gloves']"
Flutes,Clarinets,"['Baby Soothers', 'Toilet Tanks', 'DVD & Blu-ray Players', 'Horse Fly Masks', 'Emergency Food Kits', 'Pinback Buttons', 'Toilet Brush Replacement Heads', 'Baby Mobiles', 'Optics']"
Flutophones,Flutes,"['Concrete Brooms', 'Water Softeners', 'Puppet & Puppet Theater Accessories', 'Diodes', 'Telephone Cables', 'Snorkels', 'Pretend Lawn & Garden', 'Plumbing Flanges', 'Bird & Wildlife House Accessories']"
Flutophones,Harmonicas,"['Lawn Aerators & Dethatchers', 'Bridles', 'Throwing Hammers', 'Therapeutic Swings', 'Socket Drivers', 'Motor Vehicle Brake Caliper Paint', 'Toy Helicopters', 'Steam Presses', 'Diving Boards']"
Jew's Harps,Harmonicas,"['Fruit Flavored Drinks', 'Dog Houses', 'DVI Splitters & Switches', 'Cauliflower', 'Skirts', 'Fireplace & Wood Stove Accessories', 'Bicycle Spokes', 'Funnels', 'Fertility Monitors and Ovulation Tests']"
Jew's Harps,Melodicas,"['Fishing', 'Juicer Accessories', 'Hair Removal Wax Warmers', 'MP3 Player Cases', 'Hearth Pads', 'Hair Clipper & Trimmer Accessories', 'Speed Radars', 'Pizza Cutters', 'Vehicle Boat Racks']"
Musical Pipes,Melodicas,"['Router Accessories', 'Cricket Bats', 'Spice Organizers', 'Food Dispensers', 'Baby Bouncers & Rockers', 'Gun Cleaning Patches', 'Staple Removers', 'Camera Digital Backs', 'Binding Supplies']"
Musical Pipes,Oboes & English Horns,"['Collar Stays', 'Pressure Washers', 'Gloves & Mittens', 'Biometric Monitor Accessories', 'Rowing Machine Accessories', 'Pet Nail Tools', 'Gas Griddles', 'Laptop Batteries', 'Waxing Kits & Supplies']"
Oboes & English Horns,Ocarinas,"['Bridles', 'Camera & Optic Replacement Cables', 'Cement, Mortar & Concrete Mixes', 'Medical Forceps', 'American Football Uniforms', 'Inductors', 'Navigational Compasses', 'Roulette Wheels & Sets', 'Network Storage Systems']"
Recorders,Ocarinas,"['Saddle Bags & Panniers', 'Wine Racks', 'Disposable Bowls', 'Patio Heater Covers', 'Putty Knives & Scrapers', 'Beach & Sand Toys', 'Fishing Snaps & Swivels', 'Pool Heaters', 'Nail Polishes']"
Recorders,Saxophones,"['Tableware', 'Brick Tools', 'Diaper Liners', 'Edible Baking Decorations', 'Horse Fly Masks', 'Wetsuit Hoods, Gloves & Boots', 'Key Blanks', 'Caller IDs', 'Burp Cloths']"
Saxophones,Tin Whistles,"['Toothpick Holders & Dispensers', 'Bicycle Computer Accessories', 'Snack Foods', 'Costume Shoes', 'Changing Tables', 'Tempeh', 'Plumbing Fittings & Supports', 'Greenhouses', 'Mangoes']"
Tin Whistles,Train Whistles,"['Push & Pull Toys', 'Wristbands', 'Wallets & Money Clips', 'Storage Hooks & Racks', 'Windbreaks', 'Remote Control Airships & Blimps', 'Nibbler Dies', 'Cricket Bat Accessories', 'Weather Forecasters & Stations']"
Gift Bags,Gift Boxes & Tins,"['Printed Circuit Boards', 'Diaper Organizers', 'Throwing Stars', 'Blood Pressure Monitors', 'Televisions', 'Watercraft Lighting', 'Pretzels', 'Janitorial Carts & Caddies', 'Loose Tobacco']"
Wrapping Paper,Gift Bags,"['Motorcycle Alarms & Locks', 'Hunting & Shooting Protective Gear', 'Kitchen Slicers', 'Microphone Accessories', 'Visual Toys', 'Motor Vehicle Mirrors', 'Abrasive Blaster Accessories', 'Camera Stabilizers & Supports', 'Photographic Analyzers']"
Gift Boxes & Tins,Gift Tags & Labels,"['Table Accessories', 'Space Heaters', 'Telescope Accessories', 'Air Purifier Filters', 'Compost Aerators', 'Rivet Pliers', 'Electrical Plug Caps', 'Hand Muffs', 'Yogurt Makers']"
Gift Tags & Labels,Tissue Paper,"['Wheelbarrows', 'Exercise & Gym Mat Storage Racks & Carts', 'TV & Monitor Mounts', 'Lighting & Studio', 'Shower Stalls & Kits', 'Pasta Sauce', 'Electric & Power Showers', 'Bedskirts', 'Waxing Kits & Supplies']"
Tissue Paper,Wrapping Paper,"['Spectrometers', 'Drill Bit Extensions', 'Plumbing Pipe Clamps', 'Vehicles', 'Honey Jars', 'Oats, Grits & Hot Cereal', 'Medical Carts', 'Developing & Processing Equipment', 'Hard Drive Carrying Cases']"
Chicken Feed,Cattle Feed,"['Catchers Equipment Sets', 'Pretend Shopping & Grocery', 'Clay', 'Pet Wipes', 'Fishing Spears', 'Outdoor Grill Spits & Baskets', 'Dart Tips', 'Decorative Nutcrackers', 'Office Shredders']"
Cattle Feed,Pig Feed,"['American Football', 'Electric Knife Accessories', 'Vehicle License Plate Covers', 'Floor & Grandfather Clocks', 'Books', 'Cinches', 'Flight Suits', 'Swim Goggle & Mask Accessories', 'Corsages & Boutonnières']"
Goat & Sheep Feed,Chicken Feed,"['Surge Protection Devices', 'Boat Ladders', 'Dog Food', 'Document Cameras', 'Fishing Lines & Leaders', 'Sheds, Garages & Carports', 'Basketballs', 'Bicycle Handlebar Grips & Decor', 'Clarinet Barrels']"
Goat & Sheep Feed,Mixed Herd Feed,"['Vehicle Seat Belts', 'Decorative Plaques', 'Canned & Jarred Fruits', 'Tripod Spreaders', 'Inline Skate Parts', 'Referee Stands & Chairs', 'Archery Gloves & Releases', 'Motor Vehicle Wheel Parts', 'Paint Brush Cleaning Solutions']"
Pig Feed,Mixed Herd Feed,"['Router Accessories', 'Bracelets', 'Intercoms', 'Remote Control Tanks', 'Tambourines', 'Hand Percussion Stands & Mounts', 'Musical Instrument & Orchestra Accessories', 'Paintball Grenade Launchers', 'Broom & Mop Handles']"
IV Poles & Carts,Crash Carts,"['Jewelry Making Kits', 'Model & Toys Manuals', 'Kitchen & Dining Carts', 'Martial Arts Shorts', 'Water', 'Back Care', 'Wire & Cable Ties', 'Art & Drawing Toys', 'Cupcakes']"
Crash Carts,IV Poles & Carts,"['Seasonings & Spices', 'Toy Kitchens', 'Pet Shampoo & Conditioner', 'Paint Tool Accessories', 'Pasta Maker Accessories', 'Baseball & Softball Autographed Paraphernalia', 'Saris & Lehengas', 'Suits', 'Brussel Sprouts']"
Medical Needle & Syringe Sets,Medical Needles,"['Binocular & Monocular Accessories', 'Toothpaste Squeezers & Dispensers', 'String Instrument Care & Cleaning', 'Yoga & Pilates Blocks', 'Pinball Machine Accessories', 'Pastry Blenders', 'Utensil & Flatware Trays', 'Shower Parts', 'Clarinet Bells']"
Medical Needle & Syringe Sets,Medical Syringes,"['Cash Boxes', 'Epilators', 'Horse Harnesses', 'Vehicle Fluids', 'Dowel Pins & Rods', 'Craft Foil', 'Plumbing Pipe Clamps', 'Toy Instruments', 'Car Wash Solutions']"
Medical Syringes,Medical Needles,"['Soccer Gloves', 'Unicycles', 'Footbags', 'Live Animals', 'Audio Players & Recorders', 'Outdoor Power Equipment Accessories', 'Pull Chains', 'Office Furniture Sets', 'Video Game Software']"
Cash Drawers & Trays,Credit Card Terminals,"['Baby Gift Sets', 'Track Hurdles', 'Magnet Toys', 'Vehicle Diagnostic Scanners', 'Luggage Tags', 'Off-Road and All-Terrain Vehicle Rims & Wheels', 'Outdoor Misting Systems', 'USB Drive Duplicators', 'Cream']"
Cash Drawers & Trays,Signature Capture Pads,"['Horse & Livestock Trailers', 'Worcestershire Sauce', 'Ski & Snowboard Goggle Accessories', 'Oxygen Tanks', 'Gift Bags', 'Limequats', 'Travel Pouches', 'Vehicle Dashboard Accessories', 'Vehicle Hardtops']"
Signature Capture Pads,Credit Card Terminals,"['Cricket Bats', 'Lint Rollers', 'Bibs', 'Printer, Copier & Fax Machine Replacement Parts', 'Mice & Trackballs', 'Cholesterol Analyzers', 'Fireworks & Firecrackers', 'Softballs', 'Flour Sifters']"
Microscope Eyepieces & Adapters,Microscope Cameras,"['Driver Accessories', 'Motorcycle Bags & Panniers', 'Projector Replacement Lamps', 'Tennis Fan Accessories', 'Cucumbers', 'Grill Scrapers', 'Cereal & Granola Bars', 'Bath Brushes', 'Horseradish Sauce']"
Microscope Slides,Microscope Cameras,"['Tripod & Monopod Cases', 'Toy Trucks & Construction Vehicles', 'Drills', 'Apparel & Accessories', 'Scoops', 'Ear Candles', 'Security System Sensors', 'Decorative Pom-Poms', 'Vehicle Jumper Cables']"
Microscope Eyepieces & Adapters,Microscope Objective Lenses,"['American Football Goal Posts', 'Muffin & Pastry Pans', 'Motorcycle Knee & Shin Guards', 'Motorcycle Elbow & Wrist Guards', 'Motor Vehicle Electronics', 'Fencing', 'Stair Climber & Stepper Accessories', 'Balloons', 'Power Tillers & Cultivators']"
Microscope Objective Lenses,Microscope Replacement Bulbs,"['Conditioners', 'Milk', 'Electrical Freeze Sprays', 'Accessibility Equipment Accessories', 'Cup Sleeves', 'Hearing Enhancers', 'Vehicle Cleaning', 'Sewing Patterns', 'Motor Vehicle Roll Cages & Bars']"
Microscope Replacement Bulbs,Microscope Slides,"['Cajons', 'Aquariums', 'Food Grinders & Mills', 'Kite Accessories', 'Pacifier Wipes', 'Digital Artwork', 'Golf Towels', 'Foosball Balls', 'Computer Components']"
Darkroom Sinks,Copystands,"['Breast Milk Storage Containers', 'Laptop Replacement Screens', 'Toy Motorcycles', 'Nightstands', 'Vehicle License Plate Covers', 'Guitars', 'Bicycle Tights', 'Dry Cleaning Kits', 'Laminators']"
Copystands,Retouching Equipment & Supplies,"['Candle Holders', 'Humidor Accessories', 'Hang Gliders', 'Rum', 'Wallet Chains', 'Bird Cage Bird Baths', 'Jewelry Steam Cleaners', 'Drum Heads', 'Sewing Machine Replacement Parts']"
Developing Tanks & Reels,Darkroom Sinks,"['E-Book Reader Cases', 'Worcestershire Sauce', 'Hunting & Survival Knives', 'Microphone Stands', 'Weed Trimmers', 'Tea Strainers', 'Pry Bars', 'Hot Water Tanks', 'Massage & Relaxation']"
"Print Trays, Washers & Dryers",Developing Tanks & Reels,"['Bicycle Stands & Storage', 'Food Dehydrator Accessories', 'Wine Bottle Holders', 'Golf Accessory Sets', 'Jigsaw Accessories', 'Spice Grinder Accessories', 'Bouncy Balls', 'Baby Drinks', 'Brass Instrument Straps & Stands']"
Retouching Equipment & Supplies,"Print Trays, Washers & Dryers","['Clasps & Hooks', 'Fruit Sauces', 'Sunchokes', 'Video Accessories', 'Audio & Video Cables', 'Wine Bottle Holders', 'Audio Samplers', 'Party Games', 'Plumbing Flanges']"
Darkroom Timers,Darkroom Easels,"['Lawn Mower Tire Tubes', 'Coffee Creamer', 'Pool, Fountain & Pond Pumps', 'Decorative Bells', 'Outdoor Living', 'Stock Photographs & Video Footage', 'Pens', 'Gym Mats', 'Flags & Windsocks']"
Photographic Enlargers,Darkroom Easels,"['Plumbing Fixture Hardware & Parts', 'Pinball Machines', 'Bicycle Shock Pumps', 'Furniture Floor Protectors', 'Fixture Plates', 'Drain Cleaners', 'Hockey Uniforms', 'Eyebrow Stencils', 'Caulking Tools']"
Focusing Aids,Darkroom Timers,"['Play Sprinkers', 'Drinkware', 'Sewing Machine Extension Tables', 'Vehicle Magnets', 'Golf Bag Covers & Cases', 'Iromuji Kimonos', 'Golf Cart Enclosures', 'Bicycle Spokes', 'Yogurt Makers']"
Focusing Aids,Photographic Analyzers,"['Cycling', 'Trombones', 'Intercoms', 'Laser Pointers', 'Pet Bowls, Feeders & Waterers', 'Electric Knife Replacement Blades', 'Billiard Pockets', 'Claves & Castanets', 'Bellows']"
Photographic Analyzers,Photographic Enlargers,"['Miter Saw Accessories', 'HIV Tests', 'Toothbrush Holders', 'Bicycle Shock Pumps', 'Business Card Books', 'Wakeboarding', 'Basketball Hoop Padding', 'Corsages & Boutonnières', 'Buffets & Sideboards']"
Flash Reflectors,Flash Diffusers,"['China Cabinets & Hutches', 'Print Servers', 'Model & Toys Manuals', 'Boat Hooks', 'Roller Skate Parts', 'Tow-Behind Mowers', 'Light Therapy Lamps', 'Orchestral String Instrument Pickups', 'Computer Backplates & I/O Shields']"
Softboxes,Flash Diffusers,"['Baby & Toddler Bottoms', 'Toe Spacers', 'Vacuum Accessories', 'Feminine Deodorant', 'Ammunition Reloading Presses', 'Stun Guns & Tasers', 'Industrial Vibrators', 'Musical Blocks', 'Nail Care']"
Flash Reflectors,Lighting Filters & Gobos,"['Executive Toys', 'Hotel & Hospitality', 'Diapering', 'Bingo Sets', 'Thermal Imaging Cameras', 'Volleyballs', 'Cash Drawers & Trays', 'Art & Crafting Materials', 'Orchestral String Instrument Fittings & Parts']"
Softboxes,Lighting Filters & Gobos,"['Pizza Pans', 'Floor Polishers & Buffers', 'Jigsaw Accessories', 'Tablet Computer Parts', 'Popcorn & French Fry Scoops', 'Musical Shakers', 'Office Rubber Stamps', 'Safety & Security Mirrors', 'Baking Weights']"
MP3 Player Cases,MP3 Player & Mobile Phone Accessory Sets,"['Bath Towels & Washcloths', 'Pet Sunscreen', 'Bridal Veils', 'Coffee Maker Water Filters', 'Bicycle Derailleurs', 'Hummus', 'Foosball', 'Table Shuffleboard Powder', 'Gardening Forks']"
MP3 Player & Mobile Phone Accessory Sets,MP3 Player Cases,"['Aquarium Temperature Controllers', 'Tennis Racquet Accessories', 'Pasta Maker Accessories', 'Racquetball & Squash Eyewear', 'Pumice Stones', 'Sugar & Sweeteners', 'Grout Sponges', 'Baby Monitors', 'Robes']"
"Speaker Bags, Covers & Cases",Speaker Components & Kits,"['Hospital Curtains', 'Cat Supplies', 'Anti-Aging Skin Care Kits', 'Food & Beverage Carriers', 'Pickled Fruits & Vegetables', 'Bassoon Stands', 'Eye Makeup', 'Mailbox Posts', 'Perfume & Cologne']"
Tactile Transducers,"Speaker Bags, Covers & Cases","['Candle & Oil Warmers', 'Lawn Mower Belts', 'Reaction Balls', 'Hair Nets', 'Paint Binders', 'Chair & Sofa Supports', 'Malangas', 'Prepared Foods', 'Nail Dryers']"
Speaker Components & Kits,Speaker Stand Bags,"['Earrings', 'Vehicle Emblems & Hood Ornaments', 'Cardio', 'Sprouts', 'Faucets', 'Fly Tying Materials', 'Needlecraft Canvas', 'Weight Lifting Machines & Racks', 'Pet Muzzles']"
Speaker Stand Bags,Speaker Stands & Mounts,"['Chain, Wire & Rope', 'Motor Vehicle Parts', 'Surveying', 'Nail Polish Drying Drops & Sprays', 'Sporting Goods', 'HVAC Controls', 'Feijoas', 'Waffle Irons', 'Lathes']"
Speaker Stands & Mounts,Tactile Transducers,"['Ice Cream Scoops', 'Face Powder', 'Aquariums', 'Wash Bottles', 'Whisks', 'String Instrument Cleaning Cloths', 'Pretend Jewelry', 'Tent Footprints', 'Compressors']"
Headphone Amplifiers,Power Amplifiers,"['Gutters', 'Alarm Clocks', 'Granola Bars', 'Carpentry Jointers', 'Toaster Accessories', 'Plant Cages & Supports', 'Sandboxes', 'Tea & Infusions', 'Climbing Ascenders & Descenders']"
Headphone Amplifiers,Power Amplifiers,"['Go Karts & Dune Buggies', 'Blushes & Bronzers', 'Watering Globes & Spikes', 'Ski Boots', 'Centrifuges', 'Napkin Rings', 'Rice Cookers', 'Anchor Chains', 'Kitchen Utensil Sets']"
FM Transmitters,Bluetooth Transmitters,"['Outdoor Sofas', 'Embellishments & Trims', 'Reptile & Amphibian Habitats', 'Bicycle Brake Levers', 'Threading Machines', 'Basketball Hoop Posts', 'Headlamps', 'Cocktail Decorations', 'Collectible Knives']"
FM Transmitters,Bluetooth Transmitters,"['Toy Trains & Train Sets', 'Mugs', 'Bottling Bottles', 'Soda', 'Kayak Accessories', 'Bow & Crossbow Accessories', 'Watercraft Fuel Lines & Parts', 'Collectible Coins & Currency', 'Ball & Cup Games']"
Headsets,Headphones,"['Vehicle License Plate Mounts & Holders', 'Percussion Stands', 'Magnet Toys', 'Stone Fruits', 'Laundry Appliances', 'Climbing Harnesses', 'Elliptical Trainer Accessories', 'Cosmetic Tools', 'Vehicle Seat Belt Buckles']"
Headsets,Headphones,"['Recorder Cases', 'Tampons', 'Indoor Games', 'Wildlife Attractants', 'Fitness Toys', 'Mop Heads & Refills', 'Door Bells & Chimes', 'Automated External Defibrillators', 'Laser & IPL Hair Removal Devices']"
Crossovers,Effects Processors,"['Bicycle Brake Sets', 'Traditional Clothing Accessories', 'Bicycle Wheel Axles & Skewers', 'Fishing Reel Replacement Spools', 'Chain Connectors & Links', 'Money Handling', 'Cookies', 'Orchestral String Instrument Stands', 'Nut Butters']"
Phono Preamps,Crossovers,"['Art & Drafting Tables', 'Trombones', 'Worcestershire Sauce', 'Air Purifiers', 'Camera & Optics Manuals', 'Wine Bottle Holders', 'Guns', 'Discus', 'First Aid Kits']"
Equalizers,Effects Processors,"['Outdoor Seating', 'Corkscrews', 'Tree Stands', 'Soccer Corner Flags', 'Deck Shuffleboard', 'Hanging Chair Replacement Parts', 'Ice Packs', 'Hockey Goals', 'Bicycle Protective Pads']"
Loudspeaker Management Systems,Equalizers,"['Bicycle Seatposts', 'Dog Houses', 'Masonry Tools', 'Hang Gliding & Skydiving', 'Eggs', 'Pool & Spa Maintenance Kits', 'Harmonica Accessories', 'Door Bells & Chimes', 'Makeup']"
Loudspeaker Management Systems,Microphone Preamps,"['Ear Syringes', 'Racquetball & Squash', 'Rocking Chairs', 'Quinoa', 'White Coats', 'Food Crackers', 'Handheld Circular Saws', 'Bus Tubs', 'Pricing Guns']"
Noise Gates & Compressors,Microphone Preamps,"['Massage Chairs', 'Chainsaw Chains', 'American Football Kicking Tees & Holders', 'Body Fat Analyzers', 'Vehicle Hitch Covers', 'Shopping Cart & High Chair Covers', 'Palettes', 'Mascara Primer', 'Bicycle Tubes']"
Noise Gates & Compressors,Phono Preamps,"['Wrapping Paper', 'Cooktop, Oven & Range Accessories', 'Skiing & Snowboarding', 'Horse & Livestock Trailers', 'Masonry Edgers & Groovers', 'Manufacturing', 'Garbage Disposal Accessories', 'Bassoons', 'Handheld & PDA Software']"
Computer Inverter Boards,Hard Drive Circuit Boards,"['Soy Milk Makers', 'Sprinkler Valves', 'Powered Hand Fans & Misters', 'Nebulizers', 'Pumice Stones', 'Remote Control Toys', 'Eyewear Accessories', 'Baby Carriers', 'Saxophone Care Kits']"
Motherboards,Computer Inverter Boards,"['Camping Lights & Lanterns', 'Arts & Entertainment', 'Tiki Torches & Oil Lamps', 'Craft Decoration Makers', 'Breast Enhancing Inserts', 'Gun Slings', 'Cakes & Dessert Bars', 'Tea & Infusions', 'Cosmetic Tool Cleansers']"
Motherboards,Hard Drive Circuit Boards,"['Whipped Cream', 'Cake Servers', 'Personal Watercraft', 'Blank ID Cards', 'Motor Vehicles', 'Tabi Socks', 'Rugs', 'Towable Rafts & Tubes', 'Nut Butters']"
Pre-paid Mobile Phones,Contract Mobile Phones,"['Shipping Labels', 'Unflavored Carbonated Water', 'Magnetizers & Demagnetizers', 'Fishing Rod Bags & Cases', 'Outdoor Benches', 'Mangosteens', 'Tetherball', 'Hair Dryer Accessories', 'Vehicle Rear View Mirror Ornaments']"
Unlocked Mobile Phones,Contract Mobile Phones,"['Lash & Brow Growth Treatments', 'Airbrush Accessories', 'Baseball & Softball Pitching Mats', 'Saunas', 'Snow Pants & Suits', 'Underwater Camera Housing Accessories', 'Digital Cameras', 'Flag & Windsock Pole Lights', 'Cast & Bandage Protectors']"
Pre-paid Mobile Phones,Unlocked Mobile Phones,"['Lawn Aerators & Dethatchers', 'Axe Handles', 'Traditional & Ceremonial Clothing', 'Pants', 'Feijoas', 'Claves & Castanets', 'Electric Skillet & Wok Accessories', 'Depilatories', 'Meat Alternatives']"
PDA Accessories,E-Book Reader Accessories,"['Flameless Candles', 'Beds & Bed Frames', 'Basketball Hoop Parts & Accessories', 'GPS Map Data & Software', 'Basketball Hoop Padding', 'Squares', 'Piercing Needles', 'Eye Makeup', 'Fishing Reel Accessories']"
E-Book Reader Accessories,PDA Accessories,"['Paddle Ball Toys', 'Diaper Liners', 'Reciprocating Saws', 'Hang Gliders', 'Flying Toys', 'Bicycle Tire Repair Supplies & Kits', 'Tanning Products', 'Special Effects Lighting', 'Clarinet Barrels']"
Computer Interface Cards & Adapters,Audio Cards & Adapters,"['Shuttlecocks', 'Potty Seats', 'Saxophones', 'Soda Maker Accessories', 'Irons & Ironing Systems', 'Bookmarks', 'Padfolios', 'Birdhouses', 'Cocktail Mixes']"
Audio Cards & Adapters,Video Cards & Adapters,"['Humidor Accessories', 'Gardening Totes', 'Gardening Scooters, Seats & Kneelers', 'Hair Straighteners', 'Ground Spikes', 'Bicycle Training Wheels', 'Persimmons', 'Floor Protection Films & Runners', 'Allergy Test Kits']"
Riser Cards,Computer Interface Cards & Adapters,"['Tool Sockets', 'Bicycle Fenders', 'Lancing Devices', 'Clothing Accessories', 'Tablecloths', 'Toy Helicopters', 'Dental Water Jet Replacement Tips', 'Business Card Stands', 'Art Charcoals']"
Riser Cards,TV Tuner Cards & Adapters,"['Food Mixers & Blenders', 'Executive Toys', 'Costume & Stage Makeup', 'Sailboats', 'Ball Pit Accessories', 'Fabric Stain Removers', 'Camping & Hiking', 'Sewing Palms', 'Dart Parts']"
Video Cards & Adapters,TV Tuner Cards & Adapters,"['Feathers', 'Decorative Plaques', 'Thread, Yarn & Bobbin Winders', 'Paella Pans', 'Whips', 'Medical Cabinets', 'Bicycle Frames', 'Meat Alternatives', 'Musical Keyboard Bags & Cases']"
Barcode Scanner Stands,Game Controller Accessories,"['Gardening Accessories', 'Remote Control Helicopters', 'Tumblers', 'Tiki Torches & Oil Lamps', 'Relish & Chutney', 'Snowboard Boots', 'Vehicle Shift Knobs', 'Vehicle Wheel Chocks', 'Rugby Gloves']"
Barcode Scanner Stands,Mice & Trackball Accessories,"['Motor Vehicle Airbag Parts', 'Safelights', 'Vital Signs Monitors', 'Grass Edgers', 'Screen Printing Squeegees', 'Beer Pong Tables', 'Bicycle Cleat Shims & Wedges', 'Cooling Racks', 'Playground Balls']"
Keyboard Keys & Caps,Game Controller Accessories,"['Outdoor Grill Replacement Parts', 'Award Pins & Medals', 'Boxing & Martial Arts Body Protectors', 'Deck Shuffleboard', 'Rug Pads', 'Carpet Cleaners', 'Vehicle Parts & Accessories', 'Storage Cabinets & Lockers', 'Yo-Yos']"
Keyboard Keys & Caps,Mice & Trackball Accessories,"['French Horns', 'Liquid & Frozen Eggs', 'Racquetball & Squash Gloves', 'Lacrosse Stick Parts', 'Lettuce', 'Lawn & Garden Sprayers', 'Hygrometers', 'Long Skirts', 'Greens']"
Digital Note Taking Pens,Barcode Scanners,"['Drill Presses', 'Tennis', 'Hair Pins, Claws & Clips', 'Bicycle Seatpost Clamps', 'Skin Cleansing Brushes & Systems', 'Pull Chains', 'Push Up & Pull Up Bars', 'Toy Craft Kits', 'Bicycle Tire Valve Adapters']"
Touchpads,Barcode Scanners,"['Broiling Pans', 'Laboratory Ovens', 'Motor Vehicle Tire Accessories', 'Motor Vehicles', 'Air Suits', 'Cactus Leaves', 'Shoe Polishes & Waxes', 'Scrub Brushes', 'Hunting & Wildlife Decoys']"
Electronic Card Readers,Digital Note Taking Pens,"['Bird Toys', 'Inline Skates', 'Kale', 'Hi-Hats', 'Fence Pickets', 'Snowboards', 'De-icers', 'Hunting & Fishing Vests', 'Bicycle Hub Parts']"
Fingerprint Readers,Electronic Card Readers,"['Motor Vehicle Frame & Body Parts', 'Music Stand Bags', 'Signage', 'Shaving & Grooming', 'Cabinet Catches', 'Tool Knives', 'Hole Saws', 'Pottery Slips', 'Coasters']"
Game Controllers,Fingerprint Readers,"['Water Levelers', 'Respiratory Care', 'Frothing Pitchers', 'Swimming Machines', 'Water Cooler Bottles', 'Baking Chocolate', 'Kiteboard Cases', 'Windbreaks', 'Felting Pads & Mats']"
Gesture Control Input Devices,Game Controllers,"['Cultivating Tools', 'Paddle Ball Toys', 'Clothing', 'Axe Handles', 'Humidifier Filters', 'Incense Making Kits', 'Paint Rollers', 'Feminine Deodorant', 'Shower Water Filters']"
Graphics Tablets,Gesture Control Input Devices,"['Watercraft Exhaust Parts', 'Fresh & Frozen Fruits', 'Contact Lens Care Kits', 'Cricket Bats', 'Thermostats', 'Baby & Toddler Furniture', 'Pulse Oximeters', 'Archery Gloves & Releases', 'Baby Carriers']"
Graphics Tablets,KVM Switches,"['Craft Foam & Styrofoam', 'Outdoor Grill Carts', 'Dishwashers', 'Disposable Bowls', 'Dental Tool Sets', 'Vehicle Covers', 'Canes & Walking Sticks', 'Composting', 'Melon Ballers']"
KVM Switches,Keyboards,"['Skateboarding', 'Alphabet Toys', 'Ping Pong Paddles & Sets', 'Tofu', 'Gas Detector Accessories', 'Digital Cameras', 'Household Drawer Organizer Inserts', 'Volleyballs', 'Paintball & Airsoft Goggles & Masks']"
