query_label	positive_label	negatives_label
Floppy Drives	Hard Drive Accessories	['Video Camera Lenses', 'Fitness Toy Accessories', 'Bicycle Bags & Panniers', 'Chainsaw Chains', 'Breath Spray', 'Bowling Balls', 'Tahini', 'Science & Laboratory', 'Tanning Oil & Lotion', 'Apple Butter']
Floppy Drives	Hard Drive Arrays	['Shochu & Soju', 'Bird Treats', 'Watch Accessories', 'Saxophone Small Parts', 'Buckwheat', 'Microscope Cameras', 'Drain Cleaners', 'Musical Instrument Amplifiers', 'Canned & Dry Milk', 'Eyebrow Enhancers']
Floppy Drives	USB Flash Drives	['Craft Fasteners & Closures', 'Erotic DVDs & Videos', 'Plumbing Repair Kits', 'Hunting & Shooting', 'Magnet Toys', 'Barometers', 'Range Hood Accessories', 'Softboxes', 'Cricket Leg Guards', 'Pant Suits']
Hard Drive Accessories	Hard Drive Arrays	['Flag & Windsock Pole Mounting Hardware & Kits', 'Mature', 'Electric Skillets & Woks', 'Hair Care', 'Gardening Tool Heads', 'Pastels', 'Bicycle Wheels', 'Safety & Crowd Control Barriers', 'Watercraft Cleaners', 'Soccer Autographed Paraphernalia']
Hard Drive Accessories	Hard Drives	['Chain, Wire & Rope', 'Toy Weapon & Gadget Accessories', 'Soy Sauce', 'Shoe Covers', 'American Football Neck Rolls', 'Contractor Pants & Coveralls', 'Vehicle Covers', 'Remote Control Cars & Trucks', 'Camping & Hiking', 'Food Sticks & Skewers']
Hard Drive Arrays	Hard Drives	['Horse Grooming', 'Storage & Entryway Benches', 'Potpourri', 'Briefcases', 'Pet Flea & Tick Control', 'Bicycle Drivetrain Parts', 'Traditional & Ceremonial Clothing', 'Bakery Assortments', 'Rugby', 'Swimming']
Hard Drive Arrays	Network Storage Systems	['Soap Dishes & Holders', 'Horseradish Sauce', 'Document Cameras', 'Nail Art Kits & Accessories', 'Tape Measures', 'Soldering Iron Accessories', 'Stud Sensors', 'Bedroom Vanities', 'Vehicle Seat Belt Buckles', 'Yogurt Makers']
Network Storage Systems	Hard Drives	['Jewelry Making Kits', 'Dartboards', 'Costume Tobacco Products', 'Patio Heater Accessories', 'Ironing Board Pads & Covers', 'Stock Photographs & Video Footage', 'Croutons', 'Watercraft Polishes', 'Garden Bridges', 'Pet Medicine']
Optical Drives	Hard Drives	['Medicine Balls', 'Electric Kettle Accessories', 'Wig Accessories', 'Cover Paper', 'Maternity Belts & Support Bands', 'Ping Pong Tables', 'Portable Showers & Privacy Enclosures', 'Dive Computers', 'Brandy', 'Anti-Fatigue Mats']
Optical Drives	Network Storage Systems	['Ovulation Tests', 'Rolling Pin Accessories', 'Hair Accessories', 'Paintballs', 'Baseball & Softball Pitching Mats', 'Washers', 'Golf Towels', 'Gift Tags & Labels', 'Board Games', 'Perfume & Cologne']
Network Storage Systems	Tape Drives	['Mouthwash', 'Snoring & Sleep Apnea Aids', 'All-Purpose Cleaners', 'Dart Shafts', 'Pipettes', 'Saw Accessories', 'Table & Bar Stools', 'Shawls', 'Easter Egg Decorating Kits', 'Desks']
Tape Drives	Optical Drives	['Yogurt', 'Drill & Screwdriver Accessories', 'Casters', 'Watercraft Propellers', 'Tripod Handles', 'Watercraft', 'Pry Bars', 'Feminine Douches & Creams', 'Paper Handling', 'Jewelry Sets']
USB Flash Drives	Optical Drives	['Buttons & Snaps', 'Surveillance Camera Lenses', 'Spinach', 'Toothbrush Sanitizers', 'Special Effects Controllers', 'Water Softener Salt', 'Ping Pong Tables', 'Swords', 'Hosiery', 'Bracelets']
Tape Drives	USB Flash Drives	['Rugby Gloves', 'Thread, Yarn & Bobbin Winders', 'Door Knockers', 'Mattock & Pickaxe Handles', 'Decorative Tapestries', 'De-icers', 'Vaulting Poles', 'Grill Presses', 'Electric Griddles & Grills', 'Noisemakers & Party Blowers']
Tablet Computer Housings & Trim	Tablet Computer Replacement Speakers	"['Hardhats', ""Jew's Harps"", 'Gardening Sickles & Machetes', 'Vehicle Wheel Clamps', 'Rubber Bands', 'Captains Armbands', 'Tennis Racquet String', 'Scrapbooking Paper', 'Chainsaws', 'Swing Set & Playset Accessories']"
Tablet Computer Housings & Trim	Tablet Computer Replacement Speakers	['American Football Goal Posts', 'File Carts', 'Molasses', 'Serving Trays', 'Contractor Pants & Coveralls', 'Inline Skate Parts', 'Soldering Iron Accessories', 'Games', 'Clarinet Pad Savers', 'Broom & Mop Handles']
Tablet Computer Screens & Screen Digitizers	Tablet Computer Housings & Trim	['Compound Bows', 'Outdoor Umbrella & Sunshade Fabric', 'Clay Pigeon Throwers', 'Shoes', 'Centrifuges', 'Home Fragrances', 'Paint', 'Fishing Floats', 'Pool Heaters', 'Drop Cloths']
Tablet Computer Screens & Screen Digitizers	Tablet Computer Housings & Trim	['Lawn Mower Covers', 'Outdoor Umbrella Covers', 'Dog Houses', 'Postage Meters', 'Magnifiers', 'Baby & Toddler Food', 'Sound Synthesizers', 'Wine Making', 'Surfing Tail Pads', 'Water Coolers']
Tablet Computer Replacement Speakers	Tablet Computer Screens & Screen Digitizers	['Toothpick Holders & Dispensers', 'Butter Dishes', 'Garment Bags', 'Costume & Stage Makeup', 'Hammocks', 'Turnips & Rutabagas', 'Baby Snacks', 'Beer Dispensers & Taps', 'Golf Club Parts & Accessories', 'Volleyballs']
Tablet Computer Screens & Screen Digitizers	Tablet Computer Replacement Speakers	['Storage & Entryway Benches', 'Sanding Blocks', 'Telescopes', 'Handballs', 'Drum Heads', 'Tobacco Products', 'Countertop & Toaster Ovens', 'False Nails', 'Fence Panels', 'Programmable Logic Controllers']
Camera Batteries	Cordless Phone Batteries	['Pet Biometric Monitors', 'Vinegar Drinks', 'Yukata', 'Camera & Optics Manuals', 'Table Shuffleboard', 'Theodolites', 'Pet Nail Polish', 'High Chair & Booster Seat Accessories', 'Motorcycle Hand Guards', 'Ping Pong Robot Accessories']
E-Book Reader Batteries	Camera Batteries	['Electric Kettle Accessories', 'Sequins & Glitter', 'Ball Pumps', 'Wax Tarts', 'Blank ID Cards', 'Golf Gloves', 'Snowshoes', 'Vehicle Motorcycle & Scooter Racks', 'Musical Keyboard Bags & Cases', 'Business Forms & Receipts']
Camera Batteries	Video Camera Batteries	['Shadow Boxes', 'Shoe Treatments & Dyes', 'Paddles & Oars', 'Cooking Oils', 'Lawn Mower Tires', 'Measuring Tool & Sensor Accessories', 'Cardstock & Scrapbooking Paper', 'Costumes & Accessories', 'Skateboard Small Parts', 'Soccer Shin Guards']
Video Game Console & Controller Batteries	Camera Batteries	['Wristbands', 'Basting Brushes', 'Drill Bit Sharpeners', 'Blood Pressure Monitor Cuffs', 'Cheese Dips & Spreads', 'Baby Mobile Accessories', 'Hourglasses', 'Air Hockey Table Parts', 'Cutters', 'Mashers']
E-Book Reader Batteries	Cordless Phone Batteries	['Pencil Boards', 'Hair Styling Tools', 'Pliers', 'Toothbrush Holders', 'Post Hole Diggers', 'Cocktail & Barware Tool Sets', 'Dish Detergent & Soap', 'Lawn Rollers', 'Bicycle Cleat Shims & Wedges', 'Wreaths & Garlands']
Cordless Phone Batteries	General Purpose Batteries	['Jacks & Lift Trucks', 'Cabinet & Furniture Keyhole Escutcheons', 'Bicycle Skinsuits', 'Motorcycle Tires', 'Bicycle Computers', 'Mosaic Kits', 'Water Filter Cartridges', 'Off-Road and All-Terrain Vehicles', 'Musical Blocks', 'Field Hockey & Lacrosse']
Video Game Console & Controller Batteries	Cordless Phone Batteries	['Outdoor Grill Accessories', 'Cat Litter Box Liners', 'Dartboards', 'Musical Blocks', 'Hand Sanitizers & Wipes', 'Porch Swings', 'Vehicle Ski & Snowboard Rack Accessories', 'Office & Chair Mats', 'Motor Vehicle Amplifiers', 'Novelty Signs']
General Purpose Batteries	E-Book Reader Batteries	['Trombones', 'Bookends', 'Yogurt Makers', 'Gift Tags & Labels', 'Gun Holsters', 'Bicycle Headset Bearings', 'Pulleys, Blocks & Sheaves', 'Pet Carrier & Crate Accessories', 'Aquarium Temperature Controllers', 'Shoe Scrapers']
E-Book Reader Batteries	Laptop Batteries	['Basketball Rims', 'Poker & Game Tables', 'Windsurfing Board Parts', 'Bathtub Spouts', 'Baby Bouncers & Rockers', 'Motor Vehicle Transmission & Drivetrain Parts', 'Tool Handle Wedges', 'Acupuncture Needles', 'Remote Control Planes', 'Cocktail Decorations']
Laptop Batteries	General Purpose Batteries	['Pet Training Clickers & Treat Dispensers', 'Binocular & Monocular Accessories', 'Craft Machine Cases & Covers', 'Card Game Accessories', 'Advertising & Marketing', 'Potty Seats', 'Erotic DVDs & Videos', 'Shaving & Grooming', 'Audiobooks', 'Outdoor Umbrella & Sunshade Accessories']
MP3 Player Batteries	General Purpose Batteries	['All-Purpose Cleaners', 'Goblet Drums', 'Remote Control Airships & Blimps', 'Multifunction Writing Instruments', 'Free Weight Storage Racks', 'Airbrushes', 'Microscope Objective Lenses', 'Fly Swatters', 'Mailbox Posts', 'Fishing Rods']
Laptop Batteries	MP3 Player Batteries	['Reptile & Amphibian Supplies', 'Evaporative Coolers', 'Hockey Elbow Pads', 'Shoe Accessories', 'Neckties', 'Bicycle Spokes', 'Bass Drum Beaters', 'Digital Signs', 'Cleaning Gloves', 'Tool Sheaths']
Mobile Phone Batteries	Laptop Batteries	['Wall Clocks', 'Animals & Pet Supplies', 'Camping Tools', 'Feathers', 'Voltage Transformers & Regulators', 'Postage Meters', 'Sheet Music Clips', 'Educational Toys', 'Avalanche Probes', 'Shelving Accessories']
Mobile Phone Batteries	MP3 Player Batteries	['Cement Mixers', 'Shipping Containers', 'Door Mats', 'Clothing Display Racks', 'Photographic Chemicals', 'Skateboard Trucks', 'Horse Care', 'Vehicle Water Sport Board Racks', 'Epilators', 'Pet Heating Pads']
PDA Batteries	MP3 Player Batteries	['Toothbrush Accessories', 'Bald Caps', 'Vehicle Magnets', 'Kiteboard Parts', 'Boxing Ring Parts', 'Towed Water Sports', 'Spatulas', 'Bicycle Protective Pads', 'Paintball & Airsoft Goggles & Masks', 'Fuel Containers & Tanks']
Mobile Phone Batteries	PDA Batteries	['Retail Display Cases', 'Cigarette Cases', 'Clothing', 'Parsnips', 'Waste Container Carts', 'Baking Chocolate', 'Shoe Care & Tools', 'Shopping Cart & High Chair Covers', 'Darkroom Sinks', 'Bath Caddies']
Mobile Phone Batteries	Tablet Computer Batteries	['Hair Curlers', 'Strike Shields', 'Decorative Tape', 'Kitchen Utensil Holders & Racks', 'Tablecloth Clips & Weights', 'Hand Exercisers', 'Snow Pants & Suits', 'Latch & Locker Hooks', 'Golf Bag Carts', 'Surfing Gloves']
Tablet Computer Batteries	PDA Batteries	['Kitchen Organizers', 'Fence & Gate Accessories', 'Hand Paddles', 'Ski & Snowboard Wax', 'Puppets & Marionettes', 'Water Filter Cartridges', 'Horse Clippers & Trimmers', 'Baptism & Communion Dresses', 'Tool Bags', 'Brass Instrument Cases & Gigbags']
PDA Batteries	UPS Batteries	['Riding Crops & Whips', 'Water Levelers', 'Room Divider Accessories', 'Event Programs', 'Tiki Torches & Oil Lamps', 'Life Jackets', 'Cottage Cheese', 'Windows', 'Vehicle Body Filler', 'Jewelry Sets']
UPS Batteries	Tablet Computer Batteries	['Mattress Foundations', 'Elastic', 'Card Game Accessories', 'Rain Gauges', 'Hunting & Shooting Gloves', 'Retail & Sale Signs', 'Fabric', 'Measuring Tools & Sensors', 'Beach Towels', 'Card Games']
Video Camera Batteries	Tablet Computer Batteries	['Grapes', 'Bicycle Rim Strips', 'Bows & Yo-Yos', 'Surveillance Cameras', 'Livestock Feeders & Waterers', 'Medical Furniture', 'De-icers', 'Irons & Ironing Systems', 'Collectible Coins & Currency', 'Vehicle Hardtops']
Video Camera Batteries	UPS Batteries	['Watercraft Manifolds', 'American Football', 'Hunting & Survival Knives', 'Air Hockey', 'Mosaic Kits', 'Snare Drums', 'Doilies', 'Motor Vehicle Parking Cameras', 'Musical Instrument Amplifiers', 'Wire & Cable Hand Tools']
UPS Batteries	Video Game Console & Controller Batteries	['Reptile & Amphibian Habitat Accessories', 'Field Hockey & Lacrosse Masks & Goggles', 'Impulse Sealers', 'Reaction Balls', 'Humidifiers', 'Guitar Cases & Gig Bags', 'Snowshoeing', 'Lawn Mower Wheels', 'Fondue Pots & Sets', 'Suspenders']
Video Camera Batteries	Video Game Console & Controller Batteries	['Vehicle Battery Testers', 'Billiard Cues & Bridges', 'On-Camera Monitors', 'Snare Drums', 'Badminton Racquets & Sets', 'Medical Needles & Syringes', 'Pool & Spa', 'Small Animal Bedding', 'Dry Cleaning Kits', 'Rivet Guns']
Battery Charge Controllers	Battery Holders	['American Football Kicking Tees & Holders', 'Bald Caps', 'Masonry Jointers', 'Snowboards', 'Practice Nets & Screens', 'Studio Lights & Flashes', 'Lubrication Hoses', 'Special Effects Light Stands', 'Sugar Dispensers', 'Denture Repair Kits']
Camera Battery Chargers	Battery Charge Controllers	['Rebar Locators', 'Growth Charts', 'Scrapbooking & Stamping Kits', 'De-icers', 'Hand Percussion Accessories', 'Play Vehicle Accessories', 'Bullet Proof Vests', 'Bassoon Accessories', 'Flowers', 'Hair Color']
Battery Charge Controllers	General Purpose Battery Chargers	['Dough Wheels', 'Stopwatches', 'Tennis Autographed Sports Paraphernalia', 'Golf Bag Covers & Cases', 'Hunting & Fishing Vests', 'Gun Holsters', 'Eye Masks', 'Educational Software', 'Fireplace Screens', 'Sugar Dispensers']
Battery Charge Controllers	General Purpose Battery Testers	['Riding Pants', 'Humidifiers', 'Toy Tableware', 'Futon Frames', 'Bubble Levels', 'Packing Organizers', 'Obis', 'Camera Image Sensors', 'Papier Mache Mixes', 'Portafilters']
Camera Battery Chargers	Battery Holders	['Cotton Balls', 'Fruit Flavored Drinks', 'Horseradish Root', 'Pool Deck Kits', 'Cooking Starch', 'Hair Styling Products', 'HVAC Controls', 'Hunting & Shooting', 'Kitchen Appliances', 'Fishing Reel Accessories']
General Purpose Battery Chargers	Battery Holders	['Orchestral String Instrument Bows', 'Masonry & Tile Saws', 'Darkroom', 'Parchment Paper', 'Kiteboard Parts', 'Tambourines', 'Coin & Bill Counters', 'Cutting Boards', 'Pizza Cutters', 'Brass Instrument Polishing Cloths']
Battery Holders	General Purpose Battery Testers	['Labels & Tags', 'Mochi Makers', 'Laser Levels', 'Jewelry Sets', 'Chalkboards', 'Vacuums', 'Microscope Replacement Bulbs', 'Baby Carriers', 'Motor Vehicle Amplifiers', 'Gardening Forks']
Camera Battery Chargers	General Purpose Battery Chargers	['Hot Sauce', 'Water Chillers', 'Thermocouples & Thermopiles', 'Pet Grooming Supplies', 'Food Dehydrator Sheets', 'Hair Loss Concealers', 'Cotton Candy Machine Accessories', 'Carbon Brushes', 'Felting Needles & Machines', 'Sink Caddies']
Camera Battery Chargers	General Purpose Battery Testers	['Ice Bins', 'Bathtubs', 'Tureens', 'Dental Mirrors', 'Riding Toys', 'Bodyboards', 'Shorts', 'Boxing & MMA Punch Mitts', 'Animal Traps', 'Eggnog']
General Purpose Battery Chargers	General Purpose Battery Testers	['Wire Caps & Nuts', 'Skirts', 'Packing Materials', 'Party & Celebration', 'Seitan', 'Camping & Hiking', 'Nailers & Staplers', 'Gun Holsters', 'Food Steamers', 'Business Card Cases']
Printer Filters	Printer Drums & Drum Kits	['Wrapping Paper', 'Fruit Mixes', 'Billiard Table Brushes', 'Hair Pins, Claws & Clips', 'Spring Water', 'Light Switches', 'Beans', 'Cabinet Backplates', 'Acupuncture Models', 'Fishing Rods']
Printer Drums & Drum Kits	Printer Maintenance Kits	['Cigarette Cases', 'American Football Helmets', 'Cement, Mortar & Concrete Mixes', 'Passion Fruit', 'Bicycle Tights', 'Bicycle Child Seats', 'Nozzles', 'Bed & Bed Frame Accessories', 'Food Sticks & Skewers', 'Manufacturing']
Printer Drums & Drum Kits	Toner & Inkjet Cartridge Refills	['Bulletin Boards', 'Pilates Machines', 'Remote Control Helicopters', 'Spray Tanning Tents', 'Photo Storage Boxes', 'Medical Cabinets', 'Mobility Scooters', 'Cabinet Light Fixtures', 'Starter Cultures', 'Barrettes']
Printer Drums & Drum Kits	Toner & Inkjet Cartridges	['Candle Holders', 'Furniture Cleaners & Polish', 'Conditioners', 'Motor Vehicle Wheel Systems', 'Software', 'Luggage Tags', 'Ice Screws', 'Paper Coin Wrappers & Bill Straps', 'Foosball Balls', 'Bath Additives']
Printer Filters	Printer Maintenance Kits	['Bread Pans & Molds', 'Field Hockey & Lacrosse Helmets', 'Rings', 'Bicycle Saddle Pads & Seat Covers', 'Educational Toys', 'Long Johns', 'De-icers', 'Cookware Sets', 'Hockey Sticks', 'Dental Floss']
Printer Filters	Printer Ribbons	['Office Carts', 'Money Deposit Bags', 'Nursing Pillow Covers', 'Billiard Table Parts & Accessories', 'Fly Tying Materials', 'Feminine Pads & Protectors', 'Prepared Foods', 'Shower Bases', 'Orchestral String Instrument Accessories', 'Bassoons']
Printer Filters	Toner & Inkjet Cartridges	['Multifunction Outdoor Power Equipment Attachments', 'Rings', 'Microscope Replacement Bulbs', 'Figure Skating & Hockey', 'Physalis', 'Pencils', 'Wind Wheels & Spinners', 'Pest Control', 'Lunch Boxes & Totes', 'Portable Cooking Stove Accessories']
Printer Maintenance Kits	Printer Ribbons	['Tamarillos', 'Brooches & Lapel Pins', 'Safety & Security Mirrors', 'Ice Skate Sharpeners', 'Appliques & Patches', 'Gun Slings', 'Body Fat Analyzers', 'Can Crushers', 'Fog Machines', 'Back Scratchers']
Printheads	Printer Maintenance Kits	['Shower Curtain Rings', 'Spoken Word & Field Recordings', 'Hair Curlers', 'Artwork', 'Boxing & Martial Arts Headgear', 'Eyewear Accessories', 'Cover Scents & Scent Attractants', 'Remote Control Toys', 'Sandwich Makers', 'Lubricants']
Printheads	Printer Ribbons	['Protective Coatings & Sealants', 'Card Sleeves', 'Shadow Boxes', 'Butter & Margarine', 'Motorcycle Rims & Wheels', 'Motor Vehicle Engines', 'Foosball', 'Ladder Carts', 'Remote Control Toy Accessories', 'Sustain Pedals']
Printer Ribbons	Toner & Inkjet Cartridge Refills	['Dog Supplies', 'Sippy Cups', 'Trivets', 'Shoe Polishes & Waxes', 'Wagons', 'Fire Alarms', 'Costume Accessory Sets', 'Tie Clips', 'Brass Instrument Care Kits', 'Candle Making Kits']
Printheads	Toner & Inkjet Cartridge Refills	['Rowing Machines', 'Racquetball & Squash', 'Skateboarding', 'Kite Buggying', 'Glass & Surface Cleaners', 'Business & Industrial', 'Weight Lifting Gloves & Hand Supports', 'Motor Vehicle Suspension Parts', 'Clarinet Straps & Supports', 'Wall Light Fixtures']
Toner & Inkjet Cartridges	Printheads	['Bath Sponges & Loofahs', 'Flameless Candles', 'Drinkware', 'Watercraft Exhaust Parts', 'Charging Valets', 'Garters', 'Fruits & Vegetables', 'Bird & Wildlife Houses', 'Coffee Grinder Accessories', 'Display Mannequins']
Toner & Inkjet Cartridge Refills	Toner & Inkjet Cartridges	['Liquid & Frozen Eggs', 'Pet Oral Care Supplies', 'Soda Makers', 'Costume Tobacco Products', 'Cash Drawers & Trays', 'Lemon & Lime Juice', 'Underwear & Socks', 'Interlocking Blocks', 'Melon Ballers', 'Vaporizers & Electronic Cigarettes']
Projection Screen Stands	Projection & Tripod Skirts	['Building Toys', 'Spray Tanning Tents', 'Window Treatment Replacement Parts', 'Dental Mirrors', 'Motor Vehicle Subwoofers', 'Water Sport Tow Cables', 'Cutter Accessories', 'Slipcovers', 'Prophy Cups', 'Duster Refills']
Projection Screens	Projection & Tripod Skirts	['Shuttlecocks', 'Automotive Alarm Systems', 'Bowls', 'Avalanche Safety', 'Camera Lenses', 'Rain Barrels', 'Measuring Tool & Sensor Accessories', 'Motorcycles & Scooters', 'Vehicles & Parts', 'Desks']
Projector Mounts	Projection & Tripod Skirts	['Door Push Plates', 'Tongs', 'Parsnips', 'Surgical Gowns', 'Luggage Accessories', 'Laboratory Equipment', 'Trash Compactors', 'Kerosene', 'Shower Walls & Surrounds', 'Filling & Padding Material']
Projection & Tripod Skirts	Projector Replacement Lamps	"['Portable Toilets & Urination Devices', 'Woodwind Cork Grease', 'Feathers', 'Weight Bars', 'Hobby Horses', 'Plumbing Traps', 'Surveillance Cameras', ""Jew's Harps"", 'Medical Furniture', 'Beer']"
Projection Screen Stands	Projection Screens	['Massage Chairs', 'Sanding Blocks', 'Fireplace Andirons', 'Incense', 'Frosting & Icing', 'Dog Apparel', 'Hygrometers', 'Surfboards', 'Dry Cleaning Kits', 'Watercraft Ignition Parts']
Projector Mounts	Projection Screen Stands	['Train Whistles', 'Money Changers', 'Distilled Water', 'Floor & Steam Cleaners', 'Suspenders', 'Tanning Beds', 'Cosmetics', 'Musical Instrument Amplifiers', 'Paper Products', 'Emergency Lighting']
Projection Screen Stands	Projector Replacement Lamps	['Medical Instruments', 'Hand Bells & Chimes', 'Tea Strainers', 'Chiropractic Tables', 'Jewelry Steam Cleaners', 'Bouncy Balls', 'Acupuncture', 'Play Yards', 'Painting Consumables', 'Coats & Jackets']
Projector Mounts	Projection Screens	['Ski & Snowboard Goggles', 'Bed Sheets', 'Air Quality Meters', 'Bra Straps & Extenders', 'Ladder Carts', 'Lip Makeup', 'Acupuncture', 'Golf Club Parts & Accessories', 'Jewelry', 'Car Wash Solutions']
Projection Screens	Projector Replacement Lamps	['Crafting Wire', 'Talking Drums', 'Medical Furniture', 'Bicycle Chainrings', 'Sprouts', 'Dry Ice Makers', 'Rounders', 'Springs', 'Bungee Cords', 'Volleyball Nets']
Projector Replacement Lamps	Projector Mounts	['Ball Pits', 'Watercraft Mufflers & Parts', 'Rugby Training Aids', 'Motion Sensors', 'Water Sport Tow Cables', 'Baby & Pet Gate Accessories', 'Carving Chisels & Gouges', 'Bath & Body', 'Tom-Toms', 'Outdoor Furniture Sets']
TV Converter Boxes	TV & Monitor Mounts	['Salad Mixes', 'Bicycle Transport Bags & Cases', 'Flying Toy Accessories', 'Incense Making Kits', 'Water Cooler Accessories', 'Costume Capes', 'Decorative Stickers', 'Hole Saws', 'Ski & Snowboard Bags', 'Baby Walkers & Entertainers']
TV & Monitor Mounts	TV Replacement Lamps	"['Ear Syringes', 'Ribbons & Trim', 'Watercraft Carburetors & Parts', ""Fireman's Masks"", 'Syrup', 'Watercraft Ignition Parts', 'Table Runners', 'Watch Winders', 'Motorcycle Jackets', 'Clarinet Mouthpieces']"
TV & Monitor Mounts	TV Replacement Speakers	['Fruit Sauces', 'Leeks', 'Drill & Screwdriver Bits', 'Wheelchairs', 'Envelope Seals', 'Bath Caddies', 'Growth Charts', 'Musical Blocks', 'Toothpicks', 'Tool Sheaths']
TV Replacement Lamps	TV Converter Boxes	['Paint Sponges', 'Motorcycle Chest & Back Protectors', 'Musical Instrument Amplifier Footswitches', 'Cricket Balls', 'Turnips & Rutabagas', 'Bicycle Cleat Accessories', 'Bouncy Balls', 'Soldering Iron Tips', 'Body Paint & Foundation', 'Book Accessories']
TV Replacement Speakers	TV Converter Boxes	['Boxing Shorts', 'Refrigerator Accessories', 'Trumpets & Cornets', 'Lawn Striping Kits', 'Cardstock', 'Interlocking Blocks', 'Hair Iron Accessories', 'Motorcycle Suits', 'Envelopes', 'Nail Tools']
TV Replacement Lamps	TV Replacement Speakers	['Dinnerware Sets', 'Decorative Plaques', 'Hair Color Removers', 'Microscope Eyepieces & Adapters', 'Skateboarding Gloves', 'Replacement Shelves', 'Latch & Locker Hooks', 'Vases', 'Shower Parts', 'Body Jewelry']
TV & Monitor Mounts	TV Replacement Lamps	['Bicycle Child Seat Accessories', 'Craft Pipe Cleaners', 'Molding', 'Plant & Flower Bulbs', 'Bassoon Swabs', 'Fabric Stain Removers', 'Clocks', 'Hand Percussion Accessories', 'In-Wall Carriers & Mounting Frames', 'Step Stools']
TV Converter Boxes	TV Replacement Speakers	['Liquor & Spirits', 'Furniture Cleaners & Polish', 'Frosting & Icing', 'Light Meters', 'Light Ropes & Strings', 'Swim Belts', 'Basketball', 'Fireplace Tools', 'Geiger Counters', 'Signature Capture Pads']
Frozen Cocktail Mixes	Shelf-stable Cocktail Mixes	['Soy Milk Makers', 'Carabiners', 'Tree Stands', 'Security Signs', 'Humidifiers', 'Marbles', 'Pot & Pan Lids', 'Shawls', 'Hot Water Tanks', 'Clarinet Mouthpieces']
Frozen Cocktail Mixes	Shelf-stable Cocktail Mixes	['Paint Sprayers', 'Floats', 'Flute Headjoints', 'Furniture Anchors', 'Tripod & Monopod Heads', 'Popcorn Makers', 'Drawer Slides', 'Mailbox Accessories', 'Fertility Monitors and Ovulation Tests', 'Calendars, Organizers & Planners']
Frozen Cocktail Mixes	Shelf-stable Cocktail Mixes	['Snoring & Sleep Apnea Aids', 'Power Amplifiers', 'Desktop Computer & Server Cases', 'Nail Pullers', 'Stuffed Animals', 'ATVs & UTVs', 'Corded Phones', 'Flute Accessories', 'Cabinet Light Fixtures', 'Anklets']
Shelf-stable Cocktail Mixes	Frozen Cocktail Mixes	['Compression Sacks', 'Aquarium Cleaning Supplies', 'Body Powder', 'Soccer Protective Gear', 'Laptops', 'Retail & Sale Signs', 'False Eyelash Accessories', 'Shoe Bags', 'Sword Stands & Displays', 'Scan Converters']
Brandy	Absinthe	['Pet Oral Care Supplies', 'Clothespins', 'Gloves & Mittens', 'Shaper Cutters', 'Motorcycle Hand Guards', 'Dog Beds', 'Stud Sensors', 'Lawn Mower Mulch Plugs & Plates', 'Business Card Stands', 'Sunscreen']
Gin	Absinthe	['Vehicle Engine Degreasers', 'Tool Accessories', 'Light Bulb Changers', 'Pet ID Tags', 'Aquarium Water Treatments', 'Vehicle Wheel Clamps', 'Vents & Flues', 'Luggage Tags', 'Exercise Equipment Mats', 'Softball Bats']
Absinthe	Vodka	['Elliptical Trainers', 'Horse Grooming', 'PDA Cases', 'Catchers Equipment Sets', 'Rulers', 'Wok Accessories', 'Deburrers', 'Multifunction Power Tools', 'Office Shredders', 'Sports Fan Accessories']
Absinthe	Whiskey	['Plant & Herb Growing Kits', 'Welding Accessories', 'Wedding Ceremony Supplies', 'Ball Pit Balls', 'Stencils & Die Cuts', 'Pool Brushes & Brooms', 'Planers', 'Power Supply Enclosures', 'Drain Components', 'Yoga & Pilates Blocks']
Brandy	Gin	['Ceiling Fans', 'Kotatsu', 'Aquariums', 'Toy Cookware', 'Pet Medical Tape & Bandages', 'Drum Stick & Brush Accessories', 'Heat-Shrink Tubing', 'Bird Cage Food & Water Dishes', 'Eye Makeup', 'Air Hockey Table Parts']
Brandy	Liqueurs	['Platform Tennis Balls', 'Lawn Sweepers', 'Power Adapters & Chargers', 'Petri Dishes', 'Power Tool Batteries', 'Clarinet Reeds', 'Watercraft Impellers', 'Pricing Guns', 'Vehicle Seat Belt Buckles', 'Herbicides']
Brandy	Whiskey	['Heavy Machinery', 'Shoe Treatments & Dyes', 'Gymnastics Grips', 'Watercraft Carburetors & Parts', 'Volleyballs', 'Decorative Plates', 'Recreational Vehicles', 'Compilers & Programming Tools', 'Motor Vehicle Wheel Parts', 'Epilators']
Liqueurs	Gin	['Mattress Foundations', 'Laundry Detergent', 'Pet ID Tags', 'Home & Interior Design Software', 'Charcoal Chimneys', 'Toilet Bowl Cleaners', 'Cardstock', 'Crafting Patterns & Molds', 'Ping Pong Balls', 'Electric Griddles & Grills']
Gin	Rum	['Dresses', 'Potpourri', 'Catchers Helmets & Masks', 'Intercoms', 'On-Camera Monitors', 'Pet Waste Disposal Systems & Tools', 'Saw Horses', 'Kitchen Cabinets', 'Cash Drawers & Trays', 'Fishing Hooks']
Liqueurs	Rum	['Printed Circuit Boards', 'Baseball & Softball Chest Protectors', 'Tree Stands', 'Racquetball & Squash Gloves', 'Reptile & Amphibian Supplies', 'Watering Cans', 'Bicycle Handlebar Extensions', 'Motor Vehicle Lighting', 'Cuticle Scissors', 'Earmuffs']
