category,label,moved,original,orig_label,prediction,pred_label,wup_sim
119030,Vintage Saxophones,True,181203,Vintage Band & Orchestral Woodwind Instruments,181202,Vintage Wind & Woodwind Instruments,0.8571428571428571
119095,Vintage Harmonicas,True,181210,Vintage Folk & World Wind Instruments,181491,Vintage Folk & World Keyboard Instruments,0.5
119096,Heavy Equipment & Tractor Hitches,True,177647,Heavy Equipment Attachments,177641,Heavy Equipment,0.6666666666666666
119104,Two-Way Radio Batteries,False,53106,Two-Way Radio Parts & Accessories,53106,Two-Way Radio Parts & Accessories,1.0
119107,Two-Way Radio Chargers,False,53106,Two-Way Radio Parts & Accessories,53106,Two-Way Radio Parts & Accessories,1.0
119110,Two-Way Speakers & Microphones,False,53106,Two-Way Radio Parts & Accessories,53106,Two-Way Radio Parts & Accessories,1.0
119111,Industrial Magnets,False,183900,Industrial Fasteners & Hardware,183900,Industrial Fasteners & Hardware,1.0
119114,Lab Evaporators,True,184520,"Medical & Lab Equipment, Devices",11815,"Healthcare, Lab & Dental",0.8
119116,Lab Heating Mantles,True,184520,"Medical & Lab Equipment, Devices",11815,"Healthcare, Lab & Dental",0.8
119120,"Orbital, Platform & Vortex Shakers",False,185209,"Lab Mixers, Shakers & Stirrers",185209,"Lab Mixers, Shakers & Stirrers",1.0
119128,Highlighter Marker Pens,False,25351,"Pens, Pencils & Markers",25351,"Pens, Pencils & Markers",1.0
119237,Winter Sports Tuning Tools,False,260710,"Ski, Snowboard & Snowshoe Accessories",260710,"Ski, Snowboard & Snowshoe Accessories",1.0
119394,"iDog, iCat & iFish",True,1082,Electronic & Interactive Toys,220,Toys & Hobbies,0.5
119396,Pixel Chix Toys,False,1082,Electronic & Interactive Toys,1082,Electronic & Interactive Toys,1.0
119544,Classical Guitars,False,3858,Guitars & Basses,3858,Guitars & Basses,1.0
119683,Plant Fertilizers,False,179308,"Plant Care Supplies, Soil & Accessories",179308,"Plant Care Supplies, Soil & Accessories",1.0
120869,Book Lights,False,45110,Book Accessories,45110,Book Accessories,1.0
121152,Baby Bedside Sleepers,True,20422,Nursery Furniture,20416,Nursery Bedding,0.5
121153,Nursery Night Lights,False,66697,Nursery Décor,66697,Nursery Décor,1.0
121274,Restaurant Chef Pants,False,50935,Restaurant Uniforms & Aprons,50935,Restaurant Uniforms & Aprons,1.0
121277,Retail Card & Literature Stands,False,109430,Retail Racks & Fixtures,109430,Retail Racks & Fixtures,1.0
121278,Retail Sign Holders,False,109430,Retail Racks & Fixtures,109430,Retail Racks & Fixtures,1.0
121464,Camera Flash Diffusers,False,64353,Camera Flashes & Flash Accessories,64353,Camera Flashes & Flash Accessories,1.0
121627,Baby Teethers,True,20400,Baby Feeding Supplies,2984,Baby Essentials,0.6666666666666666
121634,Stroller Parts,False,66698,Strollers & Accessories,66698,Strollers & Accessories,1.0
121831,Handcrafted Candles & Holders,False,160656,Handcrafted Home Décor & Accents,160656,Handcrafted Home Décor & Accents,1.0
121837,Wind Turbines & Kits,False,259290,Wind Power Supplies,259290,Wind Power Supplies,1.0
121848,Hot & Cold Water Dispensers,True,20667,Small Kitchen Appliances,20625,"Kitchen, Dining & Bar Supplies",0.8
121851,Dog Cages & Crates,False,20742,Dog Supplies,20742,Dog Supplies,1.0
121889,Franco-Belgian & European Comics & Graphic Novels,False,259106,Franco-Belgian & European Comics,259106,Franco-Belgian & European Comics,1.0
122320,Boys' Suspenders,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
122321,Boys' Scarves,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
122338,Shoe Horns,False,185103,Shoe Care & Repair Supplies,185103,Shoe Care & Repair Supplies,1.0
122340,Girls' Sunglasses,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
122341,Girls' Umbrellas,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
122473,Albanian Paper Money,True,45339,European Paper Money,3411,World Paper Money,0.8
122480,UK Decimal Coinage,False,3394,UK Coins,3394,UK Coins,1.0
122491,Albania Coins,False,45148,European Coins,45148,European Coins,1.0
122492,Vatican Coins,False,37152,"Italy, San Marino & Vatican Coins",37152,"Italy, San Marino & Vatican Coins",1.0
122561,Echinoid Fossils,False,165716,Echinoderm Fossils,165716,Echinoderm Fossils,1.0
122649,Amplifier Parts & Components,False,71582,"TV, Video & Audio Parts",71582,"TV, Video & Audio Parts",1.0
122654,Audio Player Mini Plug-In Microphones,True,56169,Portable Audio Accessories,15052,Portable Audio & Headphones,0.8
122662,Scrapbooking Cardstock Paper,False,11788,Scrapbooking & Paper Craft Supplies,11788,Scrapbooking & Paper Craft Supplies,1.0
122689,Craft Glitter,True,160704,Crafting Pieces,14339,Art & Craft Supplies,0.5
122691,Scrapbooking Dimensional Adhesives,True,183244,Scrapbooking Adhesives & Tape,31253,Scrapbooking Supplies,0.8571428571428571
122694,Craft Tape,False,183122,Craft Adhesives & Tape,183122,Craft Adhesives & Tape,1.0
122718,Craft Tweezers,False,183171,Craft Tools,183171,Craft Tools,1.0
122766,Kids' & Teens' Cabinets & Cupboards,False,66741,Kids' & Teens' Furniture,66741,Kids' & Teens' Furniture,1.0
122769,"Kids' & Teens' Plaques, Signs & Letters",False,259328,Kids' & Teens' Home Décor & Organization,259328,Kids' & Teens' Home Décor & Organization,1.0
122771,Kids' & Teens' Wardrobes,False,66741,Kids' & Teens' Furniture,66741,Kids' & Teens' Furniture,1.0
122772,Storage Drawer Liners,False,43502,Home Organization Supplies,43502,Home Organization Supplies,1.0
122773,Eye Drops & Wash,False,31414,Vision Care Products,31414,Vision Care Products,1.0
122791,Party Bags,False,3205,Party Supplies,3205,Party Supplies,1.0
122828,Nail & Staple Guns,False,3247,Power Tools,3247,Power Tools,1.0
122829,Routers & Joiners,True,3247,Power Tools,260210,Power Saw Blades,0.5714285714285714
122834,Jig Saws,False,260169,Power Saws,260169,Power Saws,1.0
122835,Table Saws,False,260169,Power Saws,260169,Power Saws,1.0
122836,Tile Saws,False,260169,Power Saws,260169,Power Saws,1.0
122839,Screw Guns & Screwdrivers,False,3247,Power Tools,3247,Power Tools,1.0
122847,Clothespins & Pin Bags,False,20620,Household Laundry Supplies,20620,Household Laundry Supplies,1.0
122853,Hand Saws,True,3244,Hand Tools,631,Tools & Workshop Equipment,0.8
122855,Hand Planes,True,3244,Hand Tools,13849,"Collectible Tools, Hardware & Locks",0.0
122906,Garden Forks,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
122907,Garden Trowels,False,181033,Garden Hand Tools & Equipment,181033,Garden Hand Tools & Equipment,1.0
122909,Home Exhaust Fans & Ventilators,False,185114,Indoor Air Quality & Fans,185114,Indoor Air Quality & Fans,1.0
122928,"Cupcake, Donut & Dessert Makers",True,20667,Small Kitchen Appliances,20625,"Kitchen, Dining & Bar Supplies",0.8
122929,Countertop Ice Makers,True,20667,Small Kitchen Appliances,25367,Commercial Kitchen Equipment,0.0
122930,Toaster Ovens,False,20667,Small Kitchen Appliances,20667,Small Kitchen Appliances,1.0
122931,Pie Makers,False,20667,Small Kitchen Appliances,20667,Small Kitchen Appliances,1.0
122932,Rice Cookers,False,20667,Small Kitchen Appliances,20667,Small Kitchen Appliances,1.0
122933,Yogurt Makers,False,20667,Small Kitchen Appliances,20667,Small Kitchen Appliances,1.0
122935,Washing Up Cleaning Bowls,True,259338,Household Cleaning Tools,299,Household & Cleaning Supplies,0.8
122938,Kitchen Scissors & Shears,False,20637,"Flatware, Knives & Cutlery",20637,"Flatware, Knives & Cutlery",1.0
122939,Garlic Presses,True,20635,Kitchen Tools & Gadgets,20625,"Kitchen, Dining & Bar Supplies",0.8
122954,Storage Units,False,43502,Home Organization Supplies,43502,Home Organization Supplies,1.0
122962,Cell Phone Straps & Charms,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
123417,Cell Phone Chargers & Holders,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
123422,Cell Phone Cables & Adapters,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
123445,Audio/MIDI Interfaces,False,180014,Pro Audio Equipment,180014,Pro Audio Equipment,1.0
123468,Boxing & Martial Arts Jump Ropes,True,179784,Boxing & MMA Training Equipment & Supplies,179767,Boxing & MMA Equipment,0.8
123474,Bicycle Bells & Horns,True,177832,Bicycle Accessories,7294,Cycling Equipment,0.8
123475,Bicycle Lubrication & Cleaning Equipment,False,177844,Bike Maintenance & Tools,177844,Bike Maintenance & Tools,1.0
123489,Fishing Lights,True,179985,Fishing Equipment,1492,Fishing Equipment & Supplies,0.8
123490,Men's Soccer Clothing,False,33485,Soccer Clothing,33485,Soccer Clothing,1.0
123688,Rugby Balls,False,261243,Rugby Gear,261243,Rugby Gear,1.0
123783,Worldwide Omnibus Issues,False,181420,Worldwide Stamps,181420,Worldwide Stamps,1.0
123786,Bhutan Stamps,True,181416,Asian Stamps,181420,Worldwide Stamps,0.5
123787,Indonesia Stamps,True,181416,Asian Stamps,181420,Worldwide Stamps,0.5
123789,Mongolia Stamps,True,181416,Asian Stamps,181420,Worldwide Stamps,0.5
123791,Bahrain Stamps (1971-Now),False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123794,Iraq Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123795,Israel Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123796,Jordan Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123797,Kuwait Stamps (1961-Now),False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123798,Lebanon Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123799,Oman Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123800,Qatar Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123801,Saudi Arabia Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123803,United Arab Emirates Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123804,Yemen Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
123847,Hobby RC Helicopter Models & Kits,False,182181,Hobby RC Model Vehicles & Kits,182181,Hobby RC Model Vehicles & Kits,1.0
123876,Soccer Hats & Headwear,False,159178,"Soccer Clothing, Shoes & Accessories",159178,"Soccer Clothing, Shoes & Accessories",1.0
124270,Audio Player Chargers & Cradles,True,56169,Portable Audio Accessories,15052,Portable Audio & Headphones,0.8
124327,Crib Pillowcases & Shams,False,20416,Nursery Bedding,20416,Nursery Bedding,1.0
124452,Industrial Glass Blocks & Glass Panels,False,260901,Industrial Windows & Window Hardware,260901,Industrial Windows & Window Hardware,1.0
124511,Commercial Door Hardware,True,260851,Commercial Doors & Door Hardware,41976,Home Doors & Door Hardware,0.0
124539,Industrial Sinks,False,260880,Industrial Plumbing & Fixtures,260880,Industrial Plumbing & Fixtures,1.0
124603,Industrial Servo Motors,False,181730,Industrial Electric Motors,181730,Industrial Electric Motors,1.0
124607,Compressed Air Tanks,False,183979,Air Compressors & Blowers,183979,Air Compressors & Blowers,1.0
124608,Rotary Screw Air Compressors,False,183979,Air Compressors & Blowers,183979,Air Compressors & Blowers,1.0
124616,Industrial Portable Air Conditioners,True,260499,Industrial Heating & Cooling Appliances,109477,Industrial HVAC Systems,0.6666666666666666
124619,Industrial Air Handlers,False,260068,Industrial HVAC & Refrigeration Components,260068,Industrial HVAC & Refrigeration Components,1.0
124621,Industrial Evaporators,False,260068,Industrial HVAC & Refrigeration Components,260068,Industrial HVAC & Refrigeration Components,1.0
124635,Centrifugal Pumps,False,184062,Pumps & Pump Accessories,184062,Pumps & Pump Accessories,1.0
124636,Diaphragm Pumps,True,184088,Vacuum Pumps,184062,Pumps & Pump Accessories,0.8571428571428571
124638,Rotary Gear Pumps,True,184088,Vacuum Pumps,184062,Pumps & Pump Accessories,0.8571428571428571
124820,Welding Gas Cylinders,True,34095,Welding Equipment & Accessories,182905,Welding Materials,0.8888888888888888
124821,Industrial Solder,False,182949,Industrial Solder & Soldering Consumables,182949,Industrial Solder & Soldering Consumables,1.0
124822,Industrial MIG Welders,False,182897,"Welders, Cutters & Torches",182897,"Welders, Cutters & Torches",1.0
124825,Industrial TIG Welders,True,182897,"Welders, Cutters & Torches",182905,Welding Materials,0.8
124850,Flash Heads & Power Supplies,False,124848,Photo Studio Flash Lighting Equipment,124848,Photo Studio Flash Lighting Equipment,1.0
124975,Sealants,True,3187,Building & Hardware Supplies,41498,Industrial Building Materials & Supplies,0.0
124978,Weather Stripping for Windows,False,180113,Home Windows & Window Hardware,180113,Home Windows & Window Hardware,1.0
124980,Weather Stripping for Doors,True,41976,Home Doors & Door Hardware,260851,Commercial Doors & Door Hardware,0.0
124995,Clinker Bricks,True,259243,"Siding, Baseboards & Outdoor Trim",259225,"Roofing, Tiles & Shingles",0.75
124997,Canopies,True,259243,"Siding, Baseboards & Outdoor Trim",259225,"Roofing, Tiles & Shingles",0.75
125010,Drywall Panels,True,125008,Drywall Construction,260853,Industrial Drywall Construction,0.0
125011,Slab & Brick Hand Lifters,True,3244,Hand Tools,13849,"Collectible Tools, Hardware & Locks",0.0
125033,Home Improvement Rivets,False,180974,"Home Improvement Nails, Screws & Fasteners",180974,"Home Improvement Nails, Screws & Fasteners",1.0
125034,Home Improvement Nuts,False,180974,"Home Improvement Nails, Screws & Fasteners",180974,"Home Improvement Nails, Screws & Fasteners",1.0
125060,Bioenergy Supplies,True,41979,Alternative Energy Supplies,166663,Alternative Fuel & Energy Equipment,0.0
125063,Solar Panel Racking & Mounts,False,259283,Solar Power Supplies,259283,Solar Power Supplies,1.0
125072,Décor Baskets,True,10033,Home Décor,160656,Handcrafted Home Décor & Accents,0.0
125085,Trunks & Chests,False,3197,Home Furniture,3197,Home Furniture,1.0
125227,Artists' Canvas Rolls,True,125226,Artists' Canvas & Canvas Boards,28110,Artists' Painting Supplies,0.8571428571428571
125228,Artists' Canvas Stretcher Bars & Frames,False,125226,Artists' Canvas & Canvas Boards,125226,Artists' Canvas & Canvas Boards,1.0
125229,Artists' Stretched Canvas & Canvas Boards,True,125226,Artists' Canvas & Canvas Boards,28110,Artists' Painting Supplies,0.8571428571428571
125473,Medieval & Renaissance Reenactment & Theater Costumes,False,175650,Reenactment & Theater Costumes,175650,Reenactment & Theater Costumes,1.0
125474,Civil War Reenactment & Theater Costumes,False,175650,Reenactment & Theater Costumes,175650,Reenactment & Theater Costumes,1.0
125475,Victorian & Edwardian Reenactment & Theater Costumes,False,175650,Reenactment & Theater Costumes,175650,Reenactment & Theater Costumes,1.0
125973,Over-the-Counter Medicine for Skin Conditions,False,75036,Over-The-Counter Medications & Treatments,75036,Over-The-Counter Medications & Treatments,1.0
126191,Home Paint Primers,False,180979,"Paint, Stain & Varnish",180979,"Paint, Stain & Varnish",1.0
126201,Wood Veneer Sheets,True,180969,Lumber & Composites,258257,Lumber & Veneer,0.0
126208,Home Dampers & Actuators,True,260463,Home Heating & Cooling: Parts & Accessories,30565,"Home HVAC, Parts & Accessories",0.8571428571428571
126393,Flashlights & Work Lights,True,42622,Workshop Equipment,631,Tools & Workshop Equipment,0.8
126396,Laser Measuring Tools,True,29523,Measuring & Layout Tools,181939,"Test, Measurement & Inspection Equipment",0.0
126403,Outdoor Cleaning Concentrates & Liquids,False,29518,Outdoor Power Equipment,29518,Outdoor Power Equipment,1.0
126406,Electrical Testers,True,29523,Measuring & Layout Tools,181939,"Test, Measurement & Inspection Equipment",0.0
126415,Sauna Accessories,False,20727,Pools & Spas,20727,Pools & Spas,1.0
126437,Key Blanks,True,41968,Home Security Equipment,71479,Retail Security & Surveillance Equipment,0.0
126439,Door Viewers,True,41976,Home Doors & Door Hardware,260851,Commercial Doors & Door Hardware,0.0
126476,Aquarium Filter Media & Accessories,False,20754,Fish & Aquariums,20754,Fish & Aquariums,1.0
127145,South Africa Coins,False,127144,African Coins,127144,African Coins,1.0
127351,Guyana Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
127399,Slovakia Stamps,False,4742,European Stamps,4742,European Stamps,1.0
127400,Slovenia Stamps,False,4742,European Stamps,4742,European Stamps,1.0
127402,Ukraine Stamps,False,4742,European Stamps,4742,European Stamps,1.0
127405,Belarus Stamps,False,4742,European Stamps,4742,European Stamps,1.0
127408,Japanese Stamps,False,181416,Asian Stamps,181416,Asian Stamps,1.0
127409,Laos Stamps,True,181416,Asian Stamps,181420,Worldwide Stamps,0.5
127410,Asian Stamp Collections & Lots,False,181416,Asian Stamps,181416,Asian Stamps,1.0
127413,South Africa Stamps (1961-Now),False,181423,African Stamps,181423,African Stamps,1.0
127414,Algeria Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127417,Congo Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127418,Ivory Coast Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127419,Egypt Stamps,False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
127420,Gabon Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127421,Guinea Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127423,Madagascar Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127424,Morocco Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127425,Mauritania Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127426,Mozambique Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127428,Central African Republic Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127431,Togo Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127432,Tunisia Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127433,African Stamp Collections & Lots,False,181423,African Stamps,181423,African Stamps,1.0
127443,Cameroon Stamps,False,181423,African Stamps,181423,African Stamps,1.0
127470,Eyeglass Cleaning Tools & Supplies,False,31414,Vision Care Products,31414,Vision Care Products,1.0
127535,Correction Fluid & Tape,True,25337,Desk Accessories,25298,Office Equipment & Supplies,0.6666666666666666
128302,Suriname Stamps,False,181417,Latin American Stamps,181417,Latin American Stamps,1.0
128308,Curacao Stamps,False,179377,Caribbean Stamps,179377,Caribbean Stamps,1.0
129083,Flat & Ribbon Cable,True,260833,Wire & Cable,73136,"Wire, Cable & Conduit",0.8571428571428571
129085,Ground Fault Interrupters & RCDs,False,181815,Circuit Breakers & Disconnectors,181815,Circuit Breakers & Disconnectors,1.0
129111,Industrial Microswitches,False,181845,Industrial Switches,181845,Industrial Switches,1.0
129135,"End Caps, Stoppers & Ferrules",True,181812,Wire & Cable Management,73136,"Wire, Cable & Conduit",0.8571428571428571
129138,Heat Shrink Tubing & Sleeves,True,117489,Conduit & Tubing,184037,"Pipe, Hose & Tubing",0.2857142857142857
129139,Industrial Coaxial Cable,True,260833,Wire & Cable,73136,"Wire, Cable & Conduit",0.8571428571428571
129588,Shower & Bath Seats,False,182113,Mobility Furniture & Fixtures,182113,Mobility Furniture & Fixtures,1.0
129609,Household Sponges & Scourers,True,259338,Household Cleaning Tools,299,Household & Cleaning Supplies,0.8
129768,Key Fobs,False,41968,Home Security Equipment,41968,Home Security Equipment,1.0
129782,Home Window Sills,True,180113,Home Windows & Window Hardware,260901,Industrial Windows & Window Hardware,0.0
130115,Thermometers,True,29523,Measuring & Layout Tools,181939,"Test, Measurement & Inspection Equipment",0.0
130118,Flooring Underlayment,False,180983,Home Flooring & Tiles,180983,Home Flooring & Tiles,1.0
130122,Tiling Accessories,True,180983,Home Flooring & Tiles,260856,Commercial Flooring & Tiles,0.0
130126,Home Improvement Hooks & Eyes,False,180974,"Home Improvement Nails, Screws & Fasteners",180974,"Home Improvement Nails, Screws & Fasteners",1.0
130142,Tool Organizers,False,130140,Tool Boxes & Storage,130140,Tool Boxes & Storage,1.0
130145,Wall Tool Racks,True,130140,Tool Boxes & Storage,13849,"Collectible Tools, Hardware & Locks",0.0
130147,Furniture Dollies & Castors,True,42622,Workshop Equipment,258429,Industrial Vises,0.0
130149,Sanding Paper,True,42622,Workshop Equipment,258061,Metalworking Equipment,0.0
131081,Baby Rattles,False,19068,Baby Toys,19068,Baby Toys,1.0
131082,"Baby Gyms, Play Mats & Jigsaw Mats",False,19068,Baby Toys,19068,Baby Toys,1.0
131084,Plush Baby Toys,False,19068,Baby Toys,19068,Baby Toys,1.0
131093,Audio Player Mounts & Holders,True,56169,Portable Audio Accessories,15052,Portable Audio & Headphones,0.8
131199,Belt Conveyors,False,184166,Conveyor Systems,184166,Conveyor Systems,1.0
131200,Roller Conveyors,False,184166,Conveyor Systems,184166,Conveyor Systems,1.0
131207,Caster Wheels,False,184161,Casters & Wheels,184161,Casters & Wheels,1.0
131244,Industrial Step-Stands & Stools,False,184227,"Ladders, Scaffolding & Platforms",184227,"Ladders, Scaffolding & Platforms",1.0
131249,Warehouse Pallet Racking,True,184174,Warehouse Loading & Unloading,57100,Commercial Storage & Handling Equipment,0.2857142857142857
131411,Boys' Sunglasses,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
131474,Mother of the Bride Clothing,False,3259,Wedding & Formal Wear,3259,Wedding & Formal Wear,1.0
131476,Women's Formal Hats,False,3259,Wedding & Formal Wear,3259,Wedding & Formal Wear,1.0
131486,CPU Fans & Heat Sinks,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131487,Computer Case Fans,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131494,Computer Hard Drive Cooling Equipment,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131495,Computer Fan Grills & Filters,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131502,Computer Memory & Chipset Cooling Equipment,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131503,Computer Water Cooling Equipment,False,42000,"Computer Fans, Heat Sinks & Cooling Equipment",42000,"Computer Fans, Heat Sinks & Cooling Equipment",1.0
131511,Computer Motherboard & CPU Combos,True,175673,Computer Components & Parts,182090,Motherboard Components & Accessories,0.8
131542,"CD, DVD & Blu-ray Drives",False,165,"Computer Drives, Storage & Blank Media",165,"Computer Drives, Storage & Blank Media",1.0
131553,External Hard Disk Drives,False,182085,"Hard Drives (HDD, SSD & NAS)",182085,"Hard Drives (HDD, SSD & NAS)",1.0
131579,"Futons, Frames & Covers",True,3197,Home Furniture,11828,Office Furniture,0.0
131588,Mattresses,False,3197,Home Furniture,3197,Home Furniture,1.0
131598,Inflatable Mattresses & Airbeds,True,3197,Home Furniture,11700,Home & Garden,0.6666666666666666
131604,Kids' & Teens' Beds & Bedframes,False,66741,Kids' & Teens' Furniture,66741,Kids' & Teens' Furniture,1.0
131608,Flatware Sets,False,20637,"Flatware, Knives & Cutlery",20637,"Flatware, Knives & Cutlery",1.0
131610,Tea Cozies,False,71237,Kitchen & Dining Linens & Textiles,71237,Kitchen & Dining Linens & Textiles,1.0
131628,Palestine Stamps (1948-Now),False,181422,Middle Eastern Stamps,181422,Middle Eastern Stamps,1.0
132297,Cell Phone Audio Docks & Speakers,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
132975,Movie UMDs,False,11232,Movies & TV,11232,Movies & TV,1.0
132998,Atmospheric Stage Effects Fluids,False,12922,Stage Lighting & Effects,12922,Stage Lighting & Effects,1.0
133693,Bathroom Mirrors,True,260590,Bathroom Supplies & Accessories,26677,"Bathroom Fixtures, Accessories & Supplies",0.8
133696,"Bath Mats, Rugs & Toilet Covers",True,260590,Bathroom Supplies & Accessories,26677,"Bathroom Fixtures, Accessories & Supplies",0.8
133701,Countertop Mixers,True,20667,Small Kitchen Appliances,25367,Commercial Kitchen Equipment,0.0
133704,Countertop Blenders,False,20667,Small Kitchen Appliances,20667,Small Kitchen Appliances,1.0
133705,Tea Kettles,True,20667,Small Kitchen Appliances,20625,"Kitchen, Dining & Bar Supplies",0.8
134276,Baby Booster Chairs,True,20400,Baby Feeding Supplies,2984,Baby Essentials,0.6666666666666666
134278,Crib Duvet Covers & Sets,False,20416,Nursery Bedding,20416,Nursery Bedding,1.0
134279,Baby Dressers,False,20422,Nursery Furniture,20422,Nursery Furniture,1.0
134282,Baby Walkers,True,100223,Baby Gear,260018,"Baby Clothing, Shoes & Accessories",0.0
134290,"Beading Boards, Mats & Trays",True,160679,Beading & Jewelry Making Tools,31723,Beads & Jewelry Making Supplies,0.8
134295,Candle Wax,False,183683,Candle Making & Soap Making Supplies,183683,Candle Making & Soap Making Supplies,1.0
134300,Candle Making & Soap Making Dyes & Pigments,False,183683,Candle Making & Soap Making Supplies,183683,Candle Making & Soap Making Supplies,1.0
134306,Handcrafted Baskets,True,160656,Handcrafted Home Décor & Accents,71183,Handcrafted & Finished Pieces,0.8
134447,Modeling Clay Rollers & Brayers,False,183308,Clay Modeling Supplies,183308,Clay Modeling Supplies,1.0
134448,Ceramics & Pottery Books & Magazines,False,183303,Ceramics & Pottery Craft Supplies,183303,Ceramics & Pottery Craft Supplies,1.0
134449,Handcrafted Granny Squares,False,160659,Handcrafted Needle Arts & Crafts,160659,Handcrafted Needle Arts & Crafts,1.0
134558,Artists' Gouache Paint,False,183102,Artists' Paint,183102,Artists' Paint,1.0
134560,Fabric Paint & Markers,False,183118,Fabric Painting & Decorating Supplies,183118,Fabric Painting & Decorating Supplies,1.0
134565,Dried Pods,False,160648,Dried Botanicals & Potpourri Supplies,160648,Dried Botanicals & Potpourri Supplies,1.0
134567,Kids' Bead Kits,False,116652,Kids' Crafts,116652,Kids' Crafts,1.0
134568,Kids' Craft Books,False,116652,Kids' Crafts,116652,Kids' Crafts,1.0
134569,Kids' Paint Sets,False,160717,Kids' Drawing & Painting Supplies,160717,Kids' Drawing & Painting Supplies,1.0
134570,Kids' Craft Stickers,False,116652,Kids' Crafts,116652,Kids' Crafts,1.0
134571,Leathercraft Buckles,True,183127,Leathercraft Accessories,28131,Leathercraft Tools & Supplies,0.8
134586,Machine Embroidery Needles,False,160724,Machine Embroidery Supplies,160724,Machine Embroidery Supplies,1.0
134591,Tatting & Lacemaking Bobbins,False,183231,Tatting & Lacemaking Tools & Supplies,183231,Tatting & Lacemaking Tools & Supplies,1.0
134592,Tatting & Lacemaking Patterns & Instructional Media,False,183231,Tatting & Lacemaking Tools & Supplies,183231,Tatting & Lacemaking Tools & Supplies,1.0
134594,Card Making Supplies,True,183242,Paper Craft Supplies,11788,Scrapbooking & Paper Craft Supplies,0.8
134595,Quilling Supplies,False,183242,Paper Craft Supplies,183242,Paper Craft Supplies,1.0
134596,Origami Supplies,True,183242,Paper Craft Supplies,11788,Scrapbooking & Paper Craft Supplies,0.8
134623,Pincushions,True,183286,Sewing Marking Tools,180929,Sewing Machine Accessories,0.6666666666666666
134624,Craft Spinning Wheels,False,183218,Spinning Tools & Supplies,183218,Spinning Tools & Supplies,1.0
134628,Craft Eyelet Setters,True,183171,Craft Tools,183128,Leathercraft Tools,0.3333333333333333
134641,Kids' & Teens' Duvet Covers,False,66725,Kids' & Teens' Bedding,66725,Kids' & Teens' Bedding,1.0
134642,Cabinet Drawer Slides,False,41971,Cabinet Hardware,41971,Cabinet Hardware,1.0
134648,Kids' & Teens' Sofas & Armchairs,False,66741,Kids' & Teens' Furniture,66741,Kids' & Teens' Furniture,1.0
